No	Japanese	Translation	Note
1380	点数は小数点第一位まで（=0.0）数値を入力できる		
1381	それまでの蔡氏は、世論が割れる問題が起きると前に出ることを避け、混乱や不信を招いた。手紙には「沈黙することでバランスを取るつもりが、逆に賛否双方から批判されてしまった」ともつづった。		
1382	旅客機墜落は、米軍によるイランの革命防衛隊のソレイマニ司令官殺害と、その後のイランの報復攻撃で緊張が極度に高まっていたさなかに起きた。		
1383	今更どうにもならないけどさ・・・	I know it's already too late for anything now but...	
1384	温かいチェーは日本のぜんざいのようなもので、クラッシュアイスとシロップをかけて食べる冷たいチェーはカキ氷のような味わいだ。		
1385	もともとは、遠方から訪れたお客様をもてなすために、その土地でとれた天然素材を使ってデザートを作ったことが始まりだそうだ。		
1386	美味しいだけでなく、ヘルシーで身体に優しい素材から作られていることも人気の理由だ。		
1387	このうち感染拡大が最も深刻な湖北省では重体の患者が478人に上っています。		
1388	今日は松本さんも参加予定です。安井さんはどうか分かりません。		
1389	いつも思うけど立退させられた人に補償とかあるのかな… そもそも合法的な営業だったのかすら怪しい		(Tiền) đền bù
1390	Facebook でReactそのものを開発しているDan おじの記事。 React の開発チームは UI Before API の方針でやっている話		
1391	JSConf 結構色んな国でやってるんだなー ベトナム開催したい https://jsconf.com/		Tổ chức tại nhiều quốc gia
1392	ダークモード使ってるかどうかでメディアクエリ書けるんだなー https://developer.mozilla.org/en-US/docs/Web/CSS/@media/prefers-color-scheme		
1393	おめでとうー。気づくの遅くてごめんなさい		
1394	私の経歴について、お知らせしておきたい２つの大きな部分があります。	I have a couple of main aspects to my background I would like to share with you	
1395	まっつん興味ありそう		
1396	なんか新年開けたせいか各社エモい		
1397	ぶち込むだけならいいけど ストア周りが未知		
1398	UNIQLOハノイ続報！2店舗目が11月vincomメトロポリスにオーペンするとのこと！		
1399	Oka-chan  23:25 Hyukoの情報源がどんどんベトナム語になってきてる謎 Yuji Matsumoto  23:36 Hyuko もしもベトナム語を理解できるようになってきているならいよいよ誰も敵わなくなりますね、、		Không ai đọ được nữa
1400	ハノイでいい感じのお店を知りたかったらhyuko のインスタを見とけば間違いないってくらい日本人在住者の間では有名な方です		
1401	同僚の書いたコードをリファクタリングして綺麗にしたつもりが実はそうじゃなかったっていう記事。		Định refactor cho đẹp
1402	A. Do you honestly think Jack is in love with you? ＜ジャックが君に恋をしてるなんて、本気で思ってる？＞  B. Yes, I do. He'll ask me out on a date soon. ＜ええ、思ってるわ。そのうちデートに誘われるはず。＞  A. Only in your dreams! ＜絶対あり得ないよ！＞		
1403	A．I grabbed this flyer for you at the station. （駅でこんなチラシもらってきたよ。）　  B．Computer classes for adults? （成人向けコンピュータークラス？）　  A．I thought you might be interested. （興味あるかなって思ってね。）		
